visitor_id,visit_date,group,device,traffic_channel,session_minutes,pages_viewed,converted,revenue_usd
VIS-01498,2026-05-20,B,Mobile,Paid Search,9.58,5,0,0.0
VIS-01499,2026-05-25,B,Desktop,Email,7.33,7,0,0.0
VIS-01500,2026-05-22,B,Mobile,Social,10.14,9,0,0.0
VIS-01501,2026-05-17,B,Mobile,Email,4.07,4,1,69.55
VIS-01502,2026-05-27,B,Mobile,Organic,5.63,3,0,0.0
VIS-01503,2026-05-13,B,Desktop,Paid Search,2.01,6,1,65.3
VIS-01504,2026-05-29,B,Mobile,Referral,3.58,2,1,68.54
VIS-01505,2026-05-16,B,Tablet,Referral,10.43,4,0,0.0
VIS-01506,2026-05-16,B,Mobile,Social,4.34,2,0,0.0
VIS-01507,2026-05-13,B,Desktop,Social,3.42,8,1,62.93
VIS-01508,2026-05-01,B,Desktop,Organic,3.2,5,0,0.0
VIS-01509,2026-05-10,B,Desktop,Organic,2.71,3,0,0.0
VIS-01510,2026-05-20,B,Desktop,Organic,5.06,5,0,0.0
VIS-01511,2026-05-03,B,Mobile,Organic,2.93,2,0,0.0
VIS-01512,2026-05-02,B,Desktop,Email,7.34,7,0,0.0
VIS-01513,2026-05-11,B,Mobile,Email,17.91,4,0,0.0
VIS-01514,2026-05-02,B,Mobile,Email,3.72,7,1,46.34
VIS-01515,2026-05-29,B,Mobile,Organic,2.98,6,0,0.0
VIS-01516,2026-05-16,B,Mobile,Organic,2.86,7,0,0.0
VIS-01517,2026-05-10,B,Mobile,Email,6.04,5,0,0.0
VIS-01518,2026-05-19,B,Mobile,Social,2.12,5,0,0.0
VIS-01519,2026-05-21,B,Mobile,Organic,4.64,3,1,41.04
VIS-01520,2026-05-03,B,Desktop,Email,2.74,4,0,0.0
VIS-01521,2026-05-15,B,Mobile,Organic,1.52,1,0,0.0
VIS-01522,2026-05-20,B,Desktop,Organic,2.85,2,0,0.0
VIS-01523,2026-05-14,B,Mobile,Email,8.98,8,0,0.0
VIS-01524,2026-05-23,B,Desktop,Organic,8.53,5,0,0.0
VIS-01525,2026-05-01,B,Mobile,Email,4.72,3,0,0.0
VIS-01526,2026-05-28,B,Mobile,Paid Search,5.28,3,0,0.0
VIS-01527,2026-05-20,B,Mobile,Paid Search,6.7,1,0,0.0
VIS-01528,2026-05-14,B,Desktop,Organic,3.71,6,0,0.0
VIS-01529,2026-05-27,B,Desktop,Organic,2.72,5,0,0.0
VIS-01530,2026-05-29,B,Desktop,Organic,3.92,4,0,0.0
VIS-01531,2026-05-23,B,Tablet,Organic,2.12,7,0,0.0
VIS-01532,2026-05-07,B,Mobile,Social,6.26,6,0,0.0
VIS-01533,2026-05-11,B,Desktop,Referral,11.96,6,0,0.0
VIS-01534,2026-05-18,B,Mobile,Social,3.4,4,0,0.0
VIS-01535,2026-05-22,B,Desktop,Organic,2.9,4,0,0.0
VIS-01536,2026-05-08,B,Desktop,Social,10.91,2,0,0.0
VIS-01537,2026-05-09,B,Mobile,Social,1.24,9,0,0.0
VIS-01538,2026-05-11,B,Mobile,Organic,4.67,5,0,0.0
VIS-01539,2026-05-13,B,Desktop,Social,1.15,7,0,0.0
VIS-01540,2026-05-08,B,Desktop,Social,3.11,6,0,0.0
VIS-01541,2026-05-17,B,Mobile,Paid Search,8.8,9,0,0.0
VIS-01542,2026-05-30,B,Desktop,Paid Search,7.97,5,0,0.0
VIS-01543,2026-05-18,B,Desktop,Social,1.96,5,0,0.0
VIS-01544,2026-05-29,B,Desktop,Organic,2.72,3,0,0.0
VIS-01545,2026-05-06,B,Desktop,Organic,6.24,7,0,0.0
VIS-01546,2026-05-18,B,Mobile,Social,7.01,3,0,0.0
VIS-01547,2026-05-17,B,Mobile,Social,10.58,8,0,0.0
VIS-01548,2026-05-03,B,Tablet,Referral,8.21,7,0,0.0
VIS-01549,2026-05-06,B,Mobile,Paid Search,3.69,4,0,0.0
VIS-01550,2026-05-07,B,Mobile,Email,8.18,6,1,83.92
VIS-01551,2026-05-16,B,Mobile,Referral,4.89,5,1,65.09
VIS-01552,2026-05-06,B,Desktop,Social,4.56,7,0,0.0
VIS-01553,2026-05-02,B,Desktop,Organic,7.51,1,0,0.0
VIS-01554,2026-05-09,B,Mobile,Social,2.27,3,0,0.0
VIS-01555,2026-05-15,B,Mobile,Social,6.29,4,1,66.56
VIS-01556,2026-05-14,B,Desktop,Email,5.58,8,0,0.0
VIS-01557,2026-05-30,B,Mobile,Organic,2.89,10,0,0.0
VIS-01558,2026-05-12,B,Mobile,Paid Search,9.59,6,0,0.0
VIS-01559,2026-05-02,B,Desktop,Email,4.33,8,0,0.0
VIS-01560,2026-05-14,B,Mobile,Social,15.14,1,0,0.0
VIS-01561,2026-05-01,B,Desktop,Email,3.61,5,0,0.0
VIS-01562,2026-05-25,B,Desktop,Referral,5.67,4,0,0.0
VIS-01563,2026-05-04,B,Desktop,Organic,5.35,5,0,0.0
VIS-01564,2026-05-13,B,Desktop,Organic,5.36,8,0,0.0
VIS-01565,2026-05-06,B,Mobile,Social,2.55,4,0,0.0
VIS-01566,2026-05-16,B,Mobile,Email,6.96,3,1,70.7
VIS-01567,2026-05-28,B,Desktop,Organic,1.54,1,1,71.22
VIS-01568,2026-05-15,B,Desktop,Paid Search,4.56,6,0,0.0
VIS-01569,2026-05-14,B,Tablet,Organic,3.77,7,0,0.0
VIS-01570,2026-05-08,B,Mobile,Email,4.69,3,0,0.0
VIS-01571,2026-05-09,B,Mobile,Paid Search,2.97,7,0,0.0
VIS-01572,2026-05-18,B,Tablet,Social,8.07,4,1,30.7
VIS-01573,2026-05-10,B,Mobile,Paid Search,1.68,4,0,0.0
VIS-01574,2026-05-06,B,Mobile,Paid Search,10.09,6,1,54.94
VIS-01575,2026-05-29,B,Desktop,Organic,6.72,4,0,0.0
VIS-01576,2026-05-04,B,Mobile,Organic,3.17,6,0,0.0
VIS-01577,2026-05-15,B,Mobile,Social,5.2,4,0,0.0
VIS-01578,2026-05-18,B,Desktop,Paid Search,4.78,4,0,0.0
VIS-01579,2026-05-03,B,Mobile,Referral,11.63,3,0,0.0
VIS-01580,2026-05-21,B,Mobile,Social,6.03,2,0,0.0
VIS-01581,2026-05-25,B,Mobile,Organic,8.0,3,0,0.0
VIS-01582,2026-05-04,B,Mobile,Social,5.03,3,0,0.0
VIS-01583,2026-05-13,B,Mobile,Organic,4.6,6,0,0.0
VIS-01584,2026-05-15,B,Desktop,Paid Search,4.75,5,0,0.0
VIS-01585,2026-05-30,B,Desktop,Referral,1.23,4,1,71.7
VIS-01586,2026-05-04,B,Tablet,Referral,2.3,5,0,0.0
VIS-01587,2026-05-24,B,Mobile,Social,2.59,11,0,0.0
VIS-01588,2026-05-11,B,Mobile,Organic,1.6,5,0,0.0
VIS-01589,2026-05-26,B,Desktop,Organic,1.16,3,0,0.0
VIS-01590,2026-05-20,B,Mobile,Email,4.44,4,0,0.0
VIS-01591,2026-05-08,B,Mobile,Organic,3.15,3,0,0.0
VIS-01592,2026-05-20,B,Mobile,Organic,5.76,6,0,0.0
VIS-01593,2026-05-16,B,Desktop,Organic,4.4,4,0,0.0
VIS-01594,2026-05-13,B,Desktop,Social,6.12,2,0,0.0
VIS-01595,2026-05-29,B,Desktop,Organic,2.59,7,0,0.0
VIS-01596,2026-05-25,B,Desktop,Referral,3.21,7,0,0.0
VIS-01597,2026-05-23,B,Tablet,Social,5.84,4,0,0.0
VIS-01598,2026-05-26,B,Tablet,Referral,5.52,1,0,0.0
VIS-01599,2026-05-13,B,Tablet,Referral,9.96,3,0,0.0
VIS-01600,2026-05-07,B,Desktop,Social,4.03,3,0,0.0
VIS-01601,2026-05-20,B,Mobile,Email,3.75,3,1,50.56
VIS-01602,2026-05-29,B,Desktop,Social,2.56,2,1,72.83
VIS-01603,2026-05-17,B,Mobile,Social,1.19,8,0,0.0
VIS-01604,2026-05-08,B,Tablet,Email,1.68,4,0,0.0
VIS-01605,2026-05-25,B,Tablet,Paid Search,6.01,6,0,0.0
VIS-01606,2026-05-28,B,Desktop,Email,9.96,8,0,0.0
VIS-01607,2026-05-06,B,Mobile,Organic,2.25,6,1,93.77
VIS-01608,2026-05-18,B,Tablet,Organic,5.08,4,0,0.0
VIS-01609,2026-05-28,B,Mobile,Social,11.65,4,0,0.0
VIS-01610,2026-05-29,B,Mobile,Organic,1.29,6,0,0.0
VIS-01611,2026-05-08,B,Desktop,Organic,2.74,6,0,0.0
VIS-01612,2026-05-11,B,Desktop,Organic,7.48,5,0,0.0
VIS-01613,2026-05-29,B,Mobile,Organic,2.58,2,0,0.0
VIS-01614,2026-05-26,B,Mobile,Referral,6.89,6,0,0.0
VIS-01615,2026-05-24,B,Mobile,Organic,4.63,4,0,0.0
VIS-01616,2026-05-11,B,Mobile,Paid Search,3.17,5,1,80.77
VIS-01617,2026-05-23,B,Desktop,Organic,3.4,2,0,0.0
VIS-01618,2026-05-21,B,Tablet,Social,5.15,6,0,0.0
VIS-01619,2026-05-23,B,Mobile,Referral,9.69,5,0,0.0
VIS-01620,2026-05-23,B,Desktop,Paid Search,0.63,5,0,0.0
VIS-01621,2026-05-16,B,Mobile,Social,6.24,6,0,0.0
VIS-01622,2026-05-25,B,Tablet,Organic,2.07,5,0,0.0
VIS-01623,2026-05-04,B,Mobile,Email,4.88,6,1,71.7
VIS-01624,2026-05-19,B,Desktop,Organic,3.05,3,0,0.0
VIS-01625,2026-05-06,B,Desktop,Email,0.64,1,0,0.0
VIS-01626,2026-05-14,B,Desktop,Organic,3.12,5,0,0.0
VIS-01627,2026-05-30,B,Mobile,Social,15.37,5,0,0.0
VIS-01628,2026-05-01,B,Desktop,Email,1.65,6,0,0.0
VIS-01629,2026-05-07,B,Desktop,Social,6.5,6,0,0.0
VIS-01630,2026-05-22,B,Desktop,Organic,6.66,3,0,0.0
VIS-01631,2026-05-08,B,Tablet,Referral,2.92,1,0,0.0
VIS-01632,2026-05-18,B,Mobile,Social,1.56,3,0,0.0
VIS-01633,2026-05-20,B,Mobile,Organic,7.63,3,0,0.0
VIS-01634,2026-05-04,B,Mobile,Organic,4.93,3,0,0.0
VIS-01635,2026-05-22,B,Desktop,Social,3.39,2,0,0.0
VIS-01636,2026-05-21,B,Tablet,Referral,6.97,2,1,64.73
VIS-01637,2026-05-25,B,Mobile,Paid Search,8.64,1,0,0.0
VIS-01638,2026-05-12,B,Mobile,Social,8.85,5,0,0.0
VIS-01639,2026-05-23,B,Desktop,Organic,3.81,4,0,0.0
VIS-01640,2026-05-20,B,Desktop,Referral,2.59,4,0,0.0
VIS-01641,2026-05-14,B,Desktop,Organic,9.98,5,0,0.0
VIS-01642,2026-05-14,B,Mobile,Referral,4.71,4,0,0.0
VIS-01643,2026-05-18,B,Mobile,Organic,9.06,3,0,0.0
VIS-01644,2026-05-24,B,Mobile,Paid Search,6.92,1,0,0.0
VIS-01645,2026-05-20,B,Mobile,Referral,4.01,6,0,0.0
VIS-01646,2026-05-22,B,Mobile,Referral,2.65,3,0,0.0
VIS-01647,2026-05-01,B,Mobile,Organic,1.98,4,0,0.0
VIS-01648,2026-05-27,B,Desktop,Paid Search,10.19,10,0,0.0
VIS-01649,2026-05-01,B,Mobile,Organic,4.0,9,1,65.79
VIS-01650,2026-05-27,B,Mobile,Organic,3.58,3,0,0.0
VIS-01651,2026-05-21,B,Desktop,Email,11.8,3,0,0.0
VIS-01652,2026-05-01,B,Mobile,Paid Search,3.72,5,0,0.0
VIS-01653,2026-05-02,B,Desktop,Referral,5.42,9,0,0.0
VIS-01654,2026-05-19,B,Desktop,Paid Search,3.44,5,0,0.0
VIS-01655,2026-05-14,B,Mobile,Email,13.63,5,0,0.0
VIS-01656,2026-05-30,B,Desktop,Email,4.42,1,1,51.48
VIS-01657,2026-05-02,B,Desktop,Organic,2.64,5,0,0.0
VIS-01658,2026-05-01,B,Tablet,Organic,3.58,6,0,0.0
VIS-01659,2026-05-14,B,Mobile,Organic,2.08,4,0,0.0
VIS-01660,2026-05-23,B,Mobile,Paid Search,2.03,5,0,0.0
VIS-01661,2026-05-13,B,Desktop,Referral,5.43,5,0,0.0
VIS-01662,2026-05-09,B,Mobile,Email,2.63,6,0,0.0
VIS-01663,2026-05-09,B,Mobile,Referral,3.32,2,0,0.0
VIS-01664,2026-05-17,B,Mobile,Paid Search,8.26,4,0,0.0
VIS-01665,2026-05-10,B,Desktop,Organic,6.29,2,0,0.0
VIS-01666,2026-05-03,B,Desktop,Paid Search,2.22,4,0,0.0
VIS-01667,2026-05-05,B,Mobile,Paid Search,6.37,4,0,0.0
VIS-01668,2026-05-20,B,Desktop,Organic,3.78,2,1,56.44
VIS-01669,2026-05-19,B,Desktop,Email,4.16,4,0,0.0
VIS-01670,2026-05-26,B,Desktop,Email,4.14,2,0,0.0
VIS-01671,2026-05-10,B,Desktop,Social,4.54,5,0,0.0
VIS-01672,2026-05-23,B,Desktop,Social,0.62,5,0,0.0
VIS-01673,2026-05-14,B,Mobile,Social,10.95,2,0,0.0
VIS-01674,2026-05-22,B,Tablet,Paid Search,6.21,1,0,0.0
VIS-01675,2026-05-30,B,Mobile,Organic,8.19,7,0,0.0
VIS-01676,2026-05-27,B,Mobile,Organic,3.27,2,0,0.0
VIS-01677,2026-05-05,B,Desktop,Social,7.44,1,0,0.0
VIS-01678,2026-05-17,B,Mobile,Email,1.55,3,1,26.81
VIS-01679,2026-05-02,B,Desktop,Email,2.95,4,0,0.0
VIS-01680,2026-05-07,B,Mobile,Organic,6.1,2,0,0.0
VIS-01681,2026-05-15,B,Desktop,Paid Search,7.06,3,0,0.0
VIS-01682,2026-05-16,B,Desktop,Social,7.79,6,0,0.0
VIS-01683,2026-05-11,B,Mobile,Organic,2.28,1,0,0.0
VIS-01684,2026-05-25,B,Desktop,Referral,4.6,3,0,0.0
VIS-01685,2026-05-04,B,Desktop,Paid Search,1.49,7,0,0.0
VIS-01686,2026-05-10,B,Desktop,Email,4.26,1,0,0.0
VIS-01687,2026-05-30,B,Mobile,Paid Search,12.51,7,0,0.0
VIS-01688,2026-05-13,B,Desktop,Email,12.55,3,0,0.0
VIS-01689,2026-05-21,B,Desktop,Organic,12.28,4,0,0.0
VIS-01690,2026-05-25,B,Tablet,Paid Search,3.66,3,1,50.61
VIS-01691,2026-05-01,B,Desktop,Social,5.71,2,0,0.0
VIS-01692,2026-05-02,B,Mobile,Organic,4.19,4,0,0.0
VIS-01693,2026-05-07,B,Desktop,Paid Search,1.29,2,0,0.0
VIS-01694,2026-05-02,B,Desktop,Referral,3.76,5,0,0.0
VIS-01695,2026-05-02,B,Mobile,Social,3.15,3,0,0.0
VIS-01696,2026-05-11,B,Desktop,Referral,13.66,7,1,50.05
VIS-01697,2026-05-30,B,Mobile,Organic,13.73,3,0,0.0
VIS-01698,2026-05-26,B,Tablet,Organic,0.92,4,0,0.0
VIS-01699,2026-05-20,B,Mobile,Organic,0.68,7,0,0.0
VIS-01700,2026-05-04,B,Desktop,Paid Search,4.81,2,0,0.0
VIS-01701,2026-05-25,B,Tablet,Organic,4.88,3,0,0.0
VIS-01702,2026-05-17,B,Desktop,Paid Search,6.79,3,0,0.0
VIS-01703,2026-05-22,B,Tablet,Paid Search,2.0,5,0,0.0
VIS-01704,2026-05-21,B,Mobile,Organic,9.18,6,0,0.0
VIS-01705,2026-05-28,B,Tablet,Social,0.79,5,0,0.0
VIS-01706,2026-05-02,B,Mobile,Paid Search,4.12,7,0,0.0
VIS-01707,2026-05-11,B,Desktop,Organic,4.66,1,0,0.0
VIS-01708,2026-05-26,B,Desktop,Social,9.54,5,1,75.62
VIS-01709,2026-05-23,B,Mobile,Social,1.02,4,0,0.0
VIS-01710,2026-05-24,B,Desktop,Organic,7.01,2,0,0.0
VIS-01711,2026-05-21,B,Mobile,Paid Search,2.31,2,0,0.0
VIS-01712,2026-05-01,B,Mobile,Referral,1.5,1,0,0.0
VIS-01713,2026-05-12,B,Desktop,Social,8.16,3,0,0.0
VIS-01714,2026-05-14,B,Mobile,Paid Search,4.68,2,0,0.0
VIS-01715,2026-05-11,B,Desktop,Social,3.95,3,0,0.0
VIS-01716,2026-05-13,B,Mobile,Organic,2.61,4,0,0.0
VIS-01717,2026-05-19,B,Desktop,Organic,9.0,3,0,0.0
VIS-01718,2026-05-23,B,Desktop,Organic,0.81,7,1,78.67
VIS-01719,2026-05-10,B,Mobile,Organic,3.28,3,0,0.0
VIS-01720,2026-05-01,B,Desktop,Paid Search,0.71,3,0,0.0
VIS-01721,2026-05-17,B,Desktop,Social,9.76,5,1,74.58
VIS-01722,2026-05-11,B,Mobile,Paid Search,3.23,8,0,0.0
VIS-01723,2026-05-13,B,Mobile,Organic,4.76,4,0,0.0
VIS-01724,2026-05-02,B,Desktop,Social,1.58,2,1,39.98
VIS-01725,2026-05-12,B,Mobile,Organic,3.53,1,0,0.0
VIS-01726,2026-05-16,B,Desktop,Email,3.95,3,1,76.76
VIS-01727,2026-05-22,B,Desktop,Paid Search,4.81,5,1,62.37
VIS-01728,2026-05-03,B,Mobile,Social,4.3,3,0,0.0
VIS-01729,2026-05-16,B,Desktop,Social,4.21,3,0,0.0
VIS-01730,2026-05-25,B,Desktop,Paid Search,2.8,6,0,0.0
VIS-01731,2026-05-02,B,Desktop,Social,5.66,6,0,0.0
VIS-01732,2026-05-10,B,Desktop,Referral,3.24,6,0,0.0
VIS-01733,2026-05-26,B,Desktop,Organic,5.66,6,0,0.0
VIS-01734,2026-05-01,B,Mobile,Paid Search,4.14,5,0,0.0
VIS-01735,2026-05-14,B,Mobile,Social,5.94,8,0,0.0
VIS-01736,2026-05-09,B,Desktop,Organic,3.68,3,0,0.0
VIS-01737,2026-05-17,B,Mobile,Social,7.93,6,0,0.0
VIS-01738,2026-05-17,B,Mobile,Organic,2.02,1,0,0.0
VIS-01739,2026-05-11,B,Desktop,Organic,3.84,10,0,0.0
VIS-01740,2026-05-07,B,Tablet,Social,4.55,1,0,0.0
VIS-01741,2026-05-19,B,Mobile,Organic,3.37,4,0,0.0
VIS-01742,2026-05-05,B,Desktop,Paid Search,8.24,2,0,0.0
VIS-01743,2026-05-21,B,Mobile,Paid Search,5.15,7,0,0.0
VIS-01744,2026-05-24,B,Mobile,Social,1.08,6,0,0.0
VIS-01745,2026-05-29,B,Desktop,Organic,0.82,8,0,0.0
VIS-01746,2026-05-18,B,Desktop,Organic,3.83,1,0,0.0
VIS-01747,2026-05-25,B,Mobile,Social,4.69,4,0,0.0
VIS-01748,2026-05-01,B,Desktop,Organic,9.2,5,0,0.0
VIS-01749,2026-05-09,B,Mobile,Email,4.89,6,0,0.0
VIS-01750,2026-05-21,B,Desktop,Referral,2.23,4,0,0.0
VIS-01751,2026-05-11,B,Mobile,Social,1.49,5,0,0.0
VIS-01752,2026-05-03,B,Mobile,Organic,1.63,4,0,0.0
VIS-01753,2026-05-20,B,Desktop,Referral,4.4,3,1,68.68
VIS-01754,2026-05-24,B,Desktop,Social,3.92,2,1,81.34
VIS-01755,2026-05-19,B,Mobile,Organic,3.51,5,0,0.0
VIS-01756,2026-05-25,B,Mobile,Social,1.65,2,0,0.0
VIS-01757,2026-05-23,B,Desktop,Organic,4.65,7,0,0.0
VIS-01758,2026-05-09,B,Mobile,Organic,9.48,6,0,0.0
VIS-01759,2026-05-20,B,Mobile,Paid Search,1.87,3,0,0.0
VIS-01760,2026-05-01,B,Desktop,Paid Search,6.49,4,0,0.0
VIS-01761,2026-05-14,B,Mobile,Paid Search,1.61,4,0,0.0
VIS-01762,2026-05-17,B,Mobile,Social,4.45,8,1,65.44
VIS-01763,2026-05-09,B,Mobile,Paid Search,9.65,3,0,0.0
VIS-01764,2026-05-17,B,Mobile,Paid Search,1.84,4,0,0.0
VIS-01765,2026-05-27,B,Mobile,Organic,6.72,6,0,0.0
VIS-01766,2026-05-10,B,Desktop,Paid Search,1.36,3,0,0.0
VIS-01767,2026-05-13,B,Desktop,Social,2.08,6,0,0.0
VIS-01768,2026-05-12,B,Desktop,Organic,4.24,9,1,46.23
VIS-01769,2026-05-16,B,Tablet,Email,4.88,7,1,33.89
VIS-01770,2026-05-01,B,Mobile,Paid Search,4.33,5,1,71.09
VIS-01771,2026-05-07,B,Desktop,Organic,11.27,2,1,46.58
VIS-01772,2026-05-29,B,Desktop,Organic,4.96,7,0,0.0
VIS-01773,2026-05-20,B,Mobile,Paid Search,4.61,8,0,0.0
VIS-01774,2026-05-03,B,Desktop,Paid Search,2.15,1,1,61.26
VIS-01775,2026-05-30,B,Mobile,Referral,6.2,4,0,0.0
VIS-01776,2026-05-14,B,Desktop,Organic,8.19,5,0,0.0
VIS-01777,2026-05-14,B,Desktop,Social,3.0,6,0,0.0
VIS-01778,2026-05-08,B,Mobile,Organic,5.01,5,0,0.0
VIS-01779,2026-05-28,B,Desktop,Paid Search,7.19,7,0,0.0
VIS-01780,2026-05-19,B,Desktop,Organic,8.9,5,1,102.01
VIS-01781,2026-05-17,B,Desktop,Referral,2.82,5,1,78.07
VIS-01782,2026-05-07,B,Mobile,Paid Search,2.83,1,0,0.0
VIS-01783,2026-05-27,B,Tablet,Paid Search,9.01,3,0,0.0
VIS-01784,2026-05-02,B,Desktop,Paid Search,8.71,1,0,0.0
VIS-01785,2026-05-13,B,Mobile,Referral,5.37,1,0,0.0
VIS-01786,2026-05-16,B,Mobile,Organic,6.69,5,0,0.0
VIS-01787,2026-05-06,B,Mobile,Organic,7.2,7,0,0.0
VIS-01788,2026-05-08,B,Mobile,Paid Search,1.36,7,0,0.0
VIS-01789,2026-05-01,B,Mobile,Organic,2.89,4,1,90.91
VIS-01790,2026-05-20,B,Mobile,Social,4.72,6,0,0.0
VIS-01791,2026-05-04,B,Desktop,Paid Search,7.35,2,0,0.0
VIS-01792,2026-05-09,B,Mobile,Social,6.9,3,1,57.33
VIS-01793,2026-05-27,B,Mobile,Email,1.94,4,1,66.69
VIS-01794,2026-05-27,B,Mobile,Social,3.83,2,0,0.0
VIS-01795,2026-05-11,B,Desktop,Paid Search,0.9,3,0,0.0
VIS-01796,2026-05-18,B,Mobile,Organic,5.5,3,0,0.0
VIS-01797,2026-05-09,B,Desktop,Social,4.08,7,0,0.0
VIS-01798,2026-05-15,B,Mobile,Social,1.77,6,0,0.0
VIS-01799,2026-05-19,B,Desktop,Organic,1.47,2,0,0.0
VIS-01800,2026-05-15,B,Desktop,Organic,5.09,3,0,0.0
VIS-01801,2026-05-28,B,Desktop,Paid Search,3.86,7,0,0.0
VIS-01802,2026-05-18,B,Mobile,Organic,1.03,5,0,0.0
VIS-01803,2026-05-04,B,Desktop,Organic,1.86,9,0,0.0
VIS-01804,2026-05-17,B,Mobile,Paid Search,6.01,4,0,0.0
VIS-01805,2026-05-12,B,Desktop,Email,6.07,6,0,0.0
VIS-01806,2026-05-16,B,Desktop,Paid Search,1.95,1,0,0.0
VIS-01807,2026-05-06,B,Desktop,Paid Search,3.48,4,1,59.22
VIS-01808,2026-05-06,B,Mobile,Organic,5.54,5,0,0.0
VIS-01809,2026-05-11,B,Desktop,Social,1.68,7,1,74.71
VIS-01810,2026-05-24,B,Mobile,Paid Search,4.06,4,0,0.0
VIS-01811,2026-05-17,B,Tablet,Organic,3.37,3,0,0.0
VIS-01812,2026-05-12,B,Mobile,Organic,3.79,7,0,0.0
VIS-01813,2026-05-29,B,Mobile,Organic,6.54,2,0,0.0
VIS-01814,2026-05-08,B,Mobile,Social,5.74,3,0,0.0
VIS-01815,2026-05-24,B,Desktop,Social,5.91,4,0,0.0
VIS-01816,2026-05-19,B,Tablet,Organic,5.17,5,0,0.0
VIS-01817,2026-05-22,B,Mobile,Social,3.8,9,0,0.0
VIS-01818,2026-05-20,B,Mobile,Paid Search,7.85,4,0,0.0
VIS-01819,2026-05-19,B,Mobile,Email,1.6,2,0,0.0
VIS-01820,2026-05-11,B,Desktop,Organic,7.56,8,0,0.0
VIS-01821,2026-05-29,B,Desktop,Email,4.35,3,1,49.27
VIS-01822,2026-05-22,B,Desktop,Email,2.17,6,0,0.0
VIS-01823,2026-05-09,B,Desktop,Organic,6.73,5,0,0.0
VIS-01824,2026-05-06,B,Desktop,Paid Search,0.39,5,0,0.0
VIS-01825,2026-05-22,B,Mobile,Referral,3.39,3,0,0.0
VIS-01826,2026-05-02,B,Mobile,Organic,27.41,7,0,0.0
VIS-01827,2026-05-15,B,Desktop,Referral,2.51,4,1,64.14
VIS-01828,2026-05-07,B,Mobile,Organic,6.36,4,0,0.0
VIS-01829,2026-05-02,B,Mobile,Organic,4.16,2,0,0.0
VIS-01830,2026-05-23,B,Desktop,Paid Search,10.66,6,0,0.0
VIS-01831,2026-05-03,B,Mobile,Social,9.93,4,0,0.0
VIS-01832,2026-05-04,B,Mobile,Social,2.65,1,0,0.0
VIS-01833,2026-05-20,B,Desktop,Email,1.78,6,0,0.0
VIS-01834,2026-05-20,B,Desktop,Referral,6.57,9,0,0.0
VIS-01835,2026-05-28,B,Desktop,Paid Search,2.32,8,1,49.78
VIS-01836,2026-05-17,B,Mobile,Referral,4.78,4,0,0.0
VIS-01837,2026-05-12,B,Mobile,Email,2.36,7,0,0.0
VIS-01838,2026-05-18,B,Mobile,Referral,3.47,5,0,0.0
VIS-01839,2026-05-17,B,Mobile,Organic,5.13,6,0,0.0
VIS-01840,2026-05-10,B,Desktop,Email,8.39,4,0,0.0
VIS-01841,2026-05-14,B,Tablet,Organic,2.48,3,0,0.0
VIS-01842,2026-05-13,B,Mobile,Paid Search,8.26,10,0,0.0
VIS-01843,2026-05-08,B,Mobile,Organic,7.45,4,0,0.0
VIS-01844,2026-05-25,B,Desktop,Paid Search,2.44,4,0,0.0
VIS-01845,2026-05-11,B,Desktop,Organic,5.07,11,0,0.0
VIS-01846,2026-05-12,B,Desktop,Social,2.91,6,0,0.0
VIS-01847,2026-05-25,B,Mobile,Paid Search,4.11,8,0,0.0
VIS-01848,2026-05-02,B,Desktop,Email,6.19,6,0,0.0
VIS-01849,2026-05-21,B,Tablet,Organic,4.65,5,0,0.0
VIS-01850,2026-05-14,B,Mobile,Social,3.6,7,0,0.0
VIS-01851,2026-05-05,B,Tablet,Email,9.16,3,1,48.71
VIS-01852,2026-05-02,B,Mobile,Organic,4.54,5,1,75.71
VIS-01853,2026-05-26,B,Mobile,Referral,2.49,1,0,0.0
VIS-01854,2026-05-05,B,Desktop,Paid Search,6.24,3,0,0.0
VIS-01855,2026-05-29,B,Desktop,Social,2.65,3,0,0.0
VIS-01856,2026-05-07,B,Mobile,Organic,1.76,4,0,0.0
VIS-01857,2026-05-04,B,Mobile,Paid Search,6.05,2,0,0.0
VIS-01858,2026-05-16,B,Tablet,Social,2.55,5,0,0.0
VIS-01859,2026-05-19,B,Desktop,Email,5.4,1,0,0.0
VIS-01860,2026-05-17,B,Mobile,Social,9.81,5,0,0.0
VIS-01861,2026-05-14,B,Mobile,Paid Search,4.33,3,0,0.0
VIS-01862,2026-05-13,B,Desktop,Paid Search,4.74,5,0,0.0
VIS-01863,2026-05-04,B,Desktop,Organic,5.08,3,0,0.0
VIS-01864,2026-05-02,B,Desktop,Paid Search,2.71,7,1,52.88
VIS-01865,2026-05-26,B,Mobile,Paid Search,6.57,7,0,0.0
VIS-01866,2026-05-04,B,Desktop,Organic,6.7,8,0,0.0
VIS-01867,2026-05-30,B,Desktop,Paid Search,12.59,3,0,0.0
VIS-01868,2026-05-18,B,Mobile,Organic,5.03,5,0,0.0
VIS-01869,2026-05-25,B,Tablet,Paid Search,7.87,4,0,0.0
VIS-01870,2026-05-01,B,Mobile,Organic,1.68,5,1,37.59
VIS-01871,2026-05-21,B,Desktop,Organic,3.7,14,0,0.0
VIS-01872,2026-05-24,B,Desktop,Referral,3.83,5,0,0.0
VIS-01873,2026-05-23,B,Tablet,Paid Search,3.57,6,1,53.84
